molecule_class,mw,logp,tpsa,n_atoms,hba,hbd,arom_rings,rings,homo,lumo,gap,zpve,alpha,mu
alkane,73.46179834379139,1.2535450343367716,5.00690003426078,6,0,0,0,1,-9.007920577844734,-1.271877915086171,7.736042662758563,0.005669775792727995,4.099881893296888,0.7343512985446587
heterocy,110.9305812694431,1.5180489365096943,14.773349738174993,5,1,0,1,2,-9.112392226812982,-0.2247028621932427,8.88768936461974,0.005316536201255287,3.4534409015916707,1.4555133471589228
acid,77.04749745697478,-0.33429806111852933,55.7166870984035,5,2,1,0,2,-8.240031461754214,-0.6426226788283553,7.597408782925858,0.005201590287657679,4.426240459711151,2.234204761603375
heterocy,114.57972902409742,1.056116938102302,21.886339231383552,7,1,0,1,1,-9.581537978803814,-0.6898548276099635,8.89168315119385,0.0066287317835251,4.402279071620836,0.0
acid,47.74472540629354,0.8636995346409906,53.71462987985102,5,2,1,0,1,-9.274789004906273,-0.13345005392461795,9.141338950981655,0.005090500059250902,3.008144497514487,2.5898625667964827
alcohol,74.04696074571214,1.277723843518321,35.524108464773676,6,1,1,0,0,-9.114966785650791,-1.1145827429091477,8.000384042741643,0.005408902684047523,4.381215817421722,1.1611648694739138
halide,82.22360739555171,1.7817669834442957,-2.426995370590259,5,0,0,0,0,-8.754911123675644,-1.387266768059931,7.367644355615713,0.004537970370822322,3.127736772865918,0.63590239055664
ether,47.14361805404311,2.5139214078634997,25.982004645535703,4,1,0,0,1,-8.859144830359709,-1.1336953779267662,7.725449452432942,0.0039830167022440275,2.8094263707398643,0.26091369304133494
aniline,119.6820061375284,0.8339658711906816,56.19490223385145,10,1,2,1,2,-9.095546680415964,-0.07607128322617618,9.019475397189789,0.009669285741278106,5.688356018501559,1.0775202495593352
alkane,31.80076516726618,1.3204713696470494,4.451863566641054,2,0,0,0,1,-9.269446498999589,-1.3256727093004375,7.943773789699151,0.001964238635303382,2.4640909835854847,0.0
thiol,60.01237818557527,1.873056738676441,11.11790712934298,2,0,1,0,2,-8.786614370114904,-1.5198374857713697,7.2667768843435345,0.0022738881053235523,2.5212822848502126,0.031197913498753838
aromatic,89.49740089093162,1.8407830183172498,9.570706892072966,8,0,0,1,2,-9.554412998034453,-1.1035656218257532,8.4508473762087,0.007821647532821809,5.449490015932382,0.1055306188570704
amine,80.82765012623264,2.180128862944747,54.31551615611895,4,1,2,0,2,-7.908036990346876,-1.3253697440096237,6.582667246337252,0.004433673416869214,3.2990097385414847,2.0516982967022863
alkane,54.596517262592414,2.636323793365632,1.3146480091299242,2,0,0,0,1,-8.522877747420166,-0.8306927724213251,7.692184974998841,0.0020356965377160948,2.934543598530305,0.4960258635669515
alkene,54.63651797808512,0.9794299266644451,-5.180158707325598,2,0,0,0,1,-9.400006756094882,-0.7691864566837745,8.630820299411107,0.002112337278556039,2.464532309188452,0.24209296639712638
acid,95.18944112246615,1.130500821496089,55.04764406499453,7,2,1,0,1,-8.017249824983345,-0.8815034781945768,7.1357463467887685,0.006881408706286158,7.131536871631272,2.3904458456319055
ester,70.74767167685926,0.658833370738341,35.75938440960693,7,2,0,0,2,-8.920060233915489,-0.5892500123613302,8.33081022155416,0.006678741821787947,5.304566807553002,1.6137459283498499
ester,78.36133156366789,2.6746417867789396,46.34104485674115,4,2,0,0,2,-8.892302102785923,-1.2941286697251906,7.598173433060732,0.00422600406430698,4.40995425582993,1.6185928561324174
halide,110.15255797921735,2.733836714228876,-1.8040049177871775,5,0,0,0,2,-7.683630523445957,-1.3258321240032007,6.357798399442756,0.005092516601054913,4.212104173086399,0.0
alkene,64.58175792837557,1.7591922175941939,0.14251885396226632,2,0,0,0,1,-8.688256668713542,-0.706911501893802,7.98134516681974,0.002244876853021277,1.6863675690504623,0.3016886092808236
nitrile,43.45326075805309,2.475786274360071,27.04360954451043,4,1,0,0,1,-8.208024790652104,-1.1911430969790942,7.016881693673009,0.0038830944623248083,3.281978122181066,1.314157182227046
aromatic,110.15837717700276,2.7996548451265566,10.53896301766,7,0,0,1,1,-8.564091683170533,-0.8569015353037932,7.70719014786674,0.00656637419354157,4.821955809641949,0.8034955795770722
ester,63.98325400623317,0.783043207517629,40.29666470642409,6,2,0,0,2,-9.55927384984043,-1.076588988845294,8.482684860995136,0.00600633267039565,3.768225288384398,1.7751315440402975
alkane,51.2786223380965,3.0825395255347874,-4.162344210049732,4,0,0,0,2,-9.412330633398758,-0.7961436556944849,8.616186977704274,0.004537331988151751,3.065796191994265,0.0
halide,113.28008689293122,2.260373508967368,-3.1933391149553074,4,0,0,0,1,-8.00544646931055,-1.482382558655849,6.5230639106547015,0.003872227502939451,2.769245844189605,0.0
alkane,68.26722126728743,1.8244664368836094,-1.3364937628032483,3,0,0,0,0,-8.408912509548905,-1.6657102949170468,6.743202214631858,0.0027076578731486047,1.9725863766669365,0.0
alcohol,57.82156808867482,0.8098295539524756,36.77525083753242,5,1,1,0,1,-8.864969066602368,-1.4628059321059919,7.4021631344963765,0.004707370428865901,3.5591414016712113,1.4597769133182075
alkyne,31.39070561800783,1.4221306801099176,-0.282136867380664,4,0,0,0,2,-9.570951004360351,-1.3728757387061665,8.198075265654184,0.0043114306534045525,2.6851484837130095,0.08994727602195747
alkane,85.36971415564912,1.7238777121137936,5.343137345280931,2,0,0,0,2,-8.667673539913983,-0.7604393575797843,7.907234182334198,0.0022106339279730457,3.2605501338977825,0.12328626570582465
aniline,108.35138757133143,1.2260350864852017,53.160302197888925,10,1,2,1,2,-9.465945464403207,-0.856069638462823,8.609875825940383,0.009488885179685132,6.661891949119735,2.127786925563912
alkene,52.299867581374784,2.2001191239231765,-3.773646674996881,3,0,0,0,0,-9.177158908666533,-0.7470908078439087,8.430068100822623,0.0027466485361270073,2.176402934531603,0.0
phenol,117.01266018161215,1.5571783146477294,36.107278917323285,10,1,1,1,2,-9.430238976022943,-0.5574165392454418,8.872822436777502,0.00948652912073568,6.4566433323639405,1.8134705307756125
aniline,115.7613497354813,2.2980964666419053,56.24140371949783,9,1,2,1,2,-8.7387316261029,-0.2411204333336316,8.49761119276927,0.008707994850816254,5.090129691489714,1.7300733040494307
alkyne,44.49795403848775,1.9776041527796018,-1.7875296064319013,5,0,0,0,0,-8.921748315728605,-0.6246306249169694,8.297117690811636,0.0046144752326269765,3.236101041398482,0.05006152334889353
nitrile,64.31979206127366,1.8625868643577754,26.497991383827024,3,1,0,0,2,-8.784297571715596,-0.9415208046817619,7.842776767033834,0.0030383875805425095,2.7208205476639744,1.0092602152305707
ether,68.2695127463419,0.38705053807143003,21.067167383178674,5,1,0,0,1,-9.473883771516558,-0.8243893180722774,8.64949445344428,0.004951768221900119,3.332879604559906,1.139516412871039
phenol,116.85799803212316,2.29070253959298,35.460525470031236,9,1,1,1,3,-8.445056828823551,-0.5319476502007837,7.913109178622768,0.008857098592083596,5.378793432503695,1.2236255579770736
alcohol,84.72617597733355,-1.0777063189470977,29.891934220119087,3,1,1,0,2,-9.232419142592585,-1.0716033866104255,8.16081575598216,0.003187938961953375,2.57673663001704,1.4587151505339853
phenol,111.99072486087894,2.6535963071103312,34.64107692035353,10,1,1,1,1,-8.18785314638071,-0.6940780505060662,7.4937750958746445,0.009214821910383727,6.603500478809796,1.0645102567037033
alkene,65.29139568003569,2.911353916733597,5.515546798424841,5,0,0,0,2,-7.913673019328497,-1.1372258687937546,6.776447150534743,0.00514550538740528,3.3170631440406235,1.029043346407069
aniline,111.25083458961208,0.9484776856220319,45.13798856461722,9,1,2,1,2,-9.506354130566411,-1.134641162268003,8.371712968298407,0.008664086615875864,5.710243286339029,0.9723315233694292
ester,109.30939867612184,0.8579468762151194,47.69450888169087,7,2,0,0,1,-8.915101558736117,-0.9895691792402715,7.925532379495845,0.006948686604602278,4.315017136209811,2.4889380135983266
alkane,45.672867018128215,1.2116128547254,-0.1034513918154256,5,0,0,0,1,-8.976173109145352,-1.2924608640053767,7.683712245139975,0.005047391873327242,5.030281779590421,0.0
phenol,108.58157702285672,1.6122501166392627,36.5805712761269,9,1,1,1,3,-9.98200566274797,-0.43815654925618847,9.543849113491781,0.008628260571481552,6.270347362651424,1.7756195666463623
aromatic,102.71298884059313,1.8949641037265563,5.960497369186288,7,0,0,1,3,-8.926207320275008,-0.4858251455311623,8.440382174743846,0.007082039155223949,6.260621943874108,0.5816318847242667
amine,58.95487662364451,1.1690178628287407,44.612789804881736,5,1,2,0,2,-8.703418237476397,-1.3887435879097905,7.314674649566607,0.0051655888158683395,3.9901142050384895,1.728301044978062
nitrile,64.19997118391586,2.91685797628201,19.730629388763386,4,1,0,0,2,-7.9253131756195465,-0.9043596752067556,7.020953500412791,0.004099536426196608,2.713488781030424,0.8412346255137692
acid,80.26609879515587,1.7035442577458384,59.72210904964788,5,2,1,0,1,-8.04005839876108,-0.8677906258425221,7.172267772918557,0.0046610347241663975,2.8094826936416992,2.3674937593329046
aromatic,84.82352770222555,2.140321937785739,2.1959314963076433,9,0,0,1,2,-8.897373339727318,-0.8004277803900712,8.096945559337247,0.008649786222832752,5.06048604900665,0.10420439079919334
aniline,117.14939427553739,1.1597243884712627,51.34649482650937,10,1,2,1,1,-9.64069004940614,-0.652334926920603,8.988355122485538,0.00945112688790154,5.237136552584553,1.1285039270217685
acid,95.13591643611777,-0.6339552044114855,54.459385571870335,5,2,1,0,0,-8.891019176306274,-1.0296417818119494,7.861377394494325,0.004541211095394941,3.3535375959156903,2.609711944105971
alkane,81.42131744312113,1.5145317007323968,-3.1179295869016785,5,0,0,0,1,-8.537969742193667,-1.4963389921193346,7.041630750074332,0.004816396309078357,3.9438157048905014,0.12752397821393333
ether,62.398599505704176,2.3197118626463133,24.77068893366265,5,1,0,0,2,-8.392744684155739,-1.2168717350669935,7.175872949088745,0.005055130493439083,3.838099575373996,0.02785856069606696
halide,68.31470194463556,1.6297586899718144,1.9131228029207106,4,0,0,0,0,-8.781530321349695,-1.6198538144395198,7.161676506910176,0.003986608474039013,2.003937491933951,0.0
aromatic,101.26062357817865,1.9399868786545227,-7.285401367698554,9,0,0,1,3,-8.440231024039933,-0.21524035797167013,8.224990666068264,0.008742473995318691,6.434497925457421,0.17209394628214814
alkane,36.90954814551682,1.9033616317803235,-11.858115351366605,5,0,0,0,0,-9.182197086521692,-0.2430980320159345,8.939099054505757,0.004608721067865911,3.0155295146544385,0.06698871005873858
alcohol,71.65310919828093,1.0850313526008395,36.020853667423495,6,1,1,0,0,-8.361145386731833,-1.0276994670506356,7.333445919681197,0.005450699319224445,4.082818507508181,1.46089633103356
nitrile,55.671570352724196,0.8996569397737018,24.371486472370847,7,1,0,0,2,-8.899779848878003,-0.43781231508492935,8.461967533793073,0.006752170603228447,4.244416611199371,1.4000852656080633
aromatic,111.9742609129052,3.040790766362654,5.56828368389702,7,0,0,1,3,-8.980562196420486,-0.5185884455253087,8.461973750895178,0.006957880693166594,6.364004402730844,0.5255993171558475
halide,97.74704303436948,3.377534527950287,5.949962311689981,3,0,0,0,0,-8.477739633884664,-1.7593415710795788,6.718398062805084,0.0027190489180059876,2.0841662059907593,0.0
ether,58.01898595076341,2.5052520574452815,21.19215885946767,3,1,0,0,1,-9.165139664260154,-0.8669099977502275,8.298229666509927,0.0028880545373241033,3.274397876406888,0.9710470478062281
nitrile,93.32464477501621,1.6216765503872097,16.63750517134342,4,1,0,0,0,-8.278186668980451,-0.5689464103507582,7.709240258629693,0.0036646732448104642,1.9581766738563346,0.5140990729400516
ester,101.58386745831648,1.1168903481930241,34.656330762434266,6,2,0,0,0,-8.673609339852351,-0.8482976602460195,7.825311679606332,0.00553735675494385,3.3607300383710017,1.7577193657117962
alkyne,57.16056384677166,1.4191560765031936,-4.085014333930427,3,0,0,0,2,-8.99308921507733,-1.2191497835841776,7.773939431493152,0.0030258404458297413,3.2502107821743147,0.0
alkene,72.33939555949073,0.8639940957088283,-5.070421074914828,3,0,0,0,2,-9.198007041953217,-1.880551292437364,7.317455749515853,0.003546086670581981,4.118011650976364,0.8767741569458732
alkyne,30.450398698142727,1.339196919744277,2.2906068359616256,3,0,0,0,2,-9.176543917135945,-0.4671612731368924,8.709382643999053,0.0033528418635190857,4.727381426794401,0.0
acid,90.10350350222345,-0.24727111337526309,55.699277308083225,5,2,1,0,1,-9.926006857469366,-0.15759850614859916,9.768408351320767,0.004686822078383639,3.3886848813916837,1.448245724006688
acid,88.18864238123055,1.8081425610044697,56.71499114981418,3,2,1,0,0,-8.227149088365918,-1.2983597471486297,6.928789341217288,0.0028951702724814444,1.4947147319890584,1.6788503996406663
nitrile,76.2106180930628,1.3675773982589758,23.08414486703922,4,1,0,0,1,-9.016798571076542,-1.0056129860188534,8.011185585057689,0.003817257621065165,2.752309987254326,0.9807706370856447
aromatic,117.23544545940742,1.7733266415576605,-1.0855059717268982,6,0,0,1,2,-8.958514915293224,-0.7676507891693185,8.190864126123905,0.005872765641466719,5.159575937281954,0.0
ester,100.70643934863418,2.263161374767591,41.544587603968765,7,2,0,0,2,-8.517962322141878,-1.416571941634753,7.101390380507125,0.006682035708036665,4.618933091657255,0.8579245238075691
aniline,108.74522584369683,1.9102531127171107,51.88180142228068,9,1,2,1,2,-8.55986044398228,-0.5303021884918788,8.029558255490402,0.00842015194390513,5.879969252706662,1.3852742476433315
aniline,98.60758324252402,0.9442593540433883,43.6721899302484,9,1,2,1,2,-9.12312361211654,-0.649594883258459,8.473528728858081,0.008833596440612225,5.170560652758324,1.8936137830717854
ether,82.80911462636544,2.1221136421826547,24.236646926967435,6,1,0,0,0,-8.921584841002112,-0.7942589888428782,8.127325852159233,0.0055468627413022805,3.405764492589704,0.35102024249155306
halide,121.39016831652535,3.4544485252460064,1.5043814702159648,3,0,0,0,1,-7.399001199038722,-2.5283872926865714,4.87061390635215,0.0029226157935351126,2.126369512216904,0.5367598725092982
acid,94.50554412579366,-0.9320380368761879,56.43241445063686,6,2,1,0,1,-9.974145991162969,-0.3984368946401506,9.575709096522818,0.005719247586903041,4.5719596242547595,1.8620147573753731
aniline,118.9797412511788,1.080633623549281,44.55593228837012,7,1,2,1,3,-8.218291419967285,-0.7369560832705484,7.481335336696736,0.006902710257784172,5.165631383832431,1.7205239201308453
alkene,50.41503892032117,2.333803969439992,4.234324214937512,4,0,0,0,0,-8.595836500531538,-0.8787696817864674,7.717066818745071,0.003921779289141943,2.0539189028220046,0.03326964487686174
ether,64.79900193636678,0.9506797384522834,20.53486723098605,7,1,0,0,2,-8.823839831083367,-0.5626278964119749,8.261211934671392,0.006633077515733608,5.872261708238238,0.023407390931976746
phenol,94.79362557599916,2.3328016386006283,38.09556472363946,10,1,1,1,3,-9.525846846569236,-0.608682675870008,8.917164170699227,0.00949137886550419,6.706712688833134,1.7166924494065707
heterocy,98.69824313292648,0.8546673265934635,27.102792129462856,9,1,0,1,3,-9.745879108489346,-0.3162576485838969,9.42962145990545,0.008647156318536114,6.313080327809592,0.996866231572078
nitrile,75.44788247844446,2.886762279765079,19.116467173796565,5,1,0,0,2,-8.65878224154691,-1.420027874718277,7.238754366828632,0.005012101612240709,3.7095776335903903,0.44249056724765456
ester,71.73740110629949,1.6273741222084266,36.69213662581224,6,2,0,0,1,-8.94920978978801,-0.7760536718248041,8.173156117963206,0.006034000282271032,3.2933267386459444,1.3471245227633546
alkene,33.237688473243985,1.2003459690785163,-2.4765441717653456,2,0,0,0,2,-9.517080356052388,-0.3273012740129059,9.189779082039482,0.002326502606892652,2.1229293306058015,0.22956908014338756
halide,109.76730103486184,2.8083537013059487,5.920919475885229,4,0,0,0,1,-7.9262306510580345,-1.4291068618166318,6.497123789241403,0.0038267170781400746,2.9967402043024762,0.06408919043406179
phenol,94.02308927137119,2.0773512802778793,39.19211831046901,8,1,1,1,2,-9.197700153590793,-0.8380966287638167,8.359603524826976,0.007557365091114607,5.114653674574126,1.108435673726637
aromatic,82.63927270633697,2.624018349425736,0.045110786474640556,6,0,0,1,1,-9.084567707272912,-0.780122415585528,8.304445291687385,0.005921390500807768,3.331947390631904,0.0
phenol,121.9834499108548,2.293641408708144,29.188969812951413,8,1,1,1,1,-8.885845765723404,-0.07233451411877467,8.81351125160463,0.007618822095055344,5.146737305881452,0.9821387950583699
thiol,68.78328234184532,2.0267440477399026,14.122800158997237,3,0,1,0,2,-7.896927289547055,-1.1939514585920636,6.7029758309549905,0.003141161616552974,4.073877726003975,1.0906111793868292
halide,109.06551495619198,3.5663010689110113,-0.34037988169966255,6,0,0,0,2,-8.23319038172333,-1.45043745254872,6.7827529291746105,0.005716386635445741,4.214573841658515,0.0
aniline,120.90214726976765,1.0593615279624822,52.37980983270721,7,1,2,1,2,-9.15064113244724,-0.3177118288794736,8.832929303567767,0.0071497119633705825,4.079357722181202,1.4666235922283861
aromatic,119.83203732032722,1.79166460147136,-2.8110198392848162,6,0,0,1,1,-9.194525573492934,-0.7060055288429514,8.488520044649983,0.005880626082880781,3.9581423483735683,0.0
nitrile,81.11479555303745,2.730765570579649,22.73981822662003,3,1,0,0,0,-8.374059518155432,-1.386141116779558,6.987918401375874,0.0027975910811499165,2.4242293861049093,1.150348629134183
ether,91.71222713394332,1.6646128349680138,19.139625154453427,7,1,0,0,2,-9.00850821704753,-0.8559143293194902,8.152593887728038,0.006782564240404213,5.205305888434115,0.19732709759329758
amine,42.85924115411338,-0.6849951313421855,47.34919436657894,2,1,2,0,0,-8.712484444525224,-0.20356367440001238,8.508920770125211,0.00182440099812386,1.994583237051338,1.4800177943839954
amine,57.17913420800002,0.3722100784540514,49.82746564143637,5,1,2,0,0,-8.293205310282818,-0.7993930737127939,7.493812236570024,0.004516978292292333,3.0029412176064154,2.150951947188692
amine,62.03999280067997,1.1765171072901919,45.87713187227064,4,1,2,0,1,-8.72286409340678,-1.4216031613401559,7.301260932066625,0.003944401481937067,2.9630907612812365,1.2248058891050242
aromatic,114.28504853612678,1.6372417142177178,0.17052409775098726,6,0,0,1,3,-9.042470779915176,-0.5976401012399153,8.44483067867526,0.006047585145446176,5.616151366187978,0.0
alkyne,33.88943829317782,0.5472381222663066,0.6569285572498594,4,0,0,0,1,-9.432503896618066,-1.0652660179925575,8.367237878625508,0.00386764312150273,2.4400070803056186,0.0
halide,56.51871841107731,3.396186217685464,1.5326760906247712,3,0,0,0,2,-7.840901945370956,-1.16217510892564,6.678726836445316,0.003303639213988486,2.811668135929593,0.0
alkene,58.0349636376912,0.6264860322477581,-4.574863111897154,3,0,0,0,0,-8.851388044349314,-1.1123254263273377,7.7390626180219755,0.002989774111023546,1.872011336052524,0.22946099260830002
ester,79.02228862629256,0.6058486265229399,43.53675095485115,7,2,0,0,2,-8.926794744912259,-0.6011662897913669,8.325628455120892,0.0070943196813418406,5.549219101472418,1.798868963920898
heterocy,98.91633079880563,1.0918332108096234,22.333872506527257,8,1,0,1,1,-8.592430320858526,-0.2992012616517787,8.293229059206746,0.0076288506657742365,5.102970054677751,0.06428062833941706
