mol_weight,logP,tpsa,num_rotatable,num_hdonors,num_hacceptors,num_rings,num_aromatic,num_heavy_atoms,num_heteroatoms,hall_kier_alpha,kappa1,kappa2,chi0v,chi1v,bertz_ct,num_valence_e,max_partial_charge,homo_energy,smiles
44.096999999999994,1.4163,0.0,0,0,0,0,0,3,0,0.0,3.0,2.0,2.7071067811865475,1.414213562373095,0.0,12,0.0,-0.323,CCC
46.069,-0.0014000000000000123,20.23,0,1,1,0,0,3,1,-0.04,2.9600000000000004,1.96,2.1543203766865053,1.0233345472033855,2.7548875021634682,10,0.0,-0.2619,CCO
46.069,0.26260000000000006,9.23,0,0,1,0,0,3,1,-0.04,2.9600000000000004,1.96,2.408248290463863,0.8164965809277261,2.7548875021634682,10,0.0,-0.2525,COC
42.080999999999996,1.1703,0.0,0,0,0,1,0,3,0,0.0,1.3333333333333333,0.2222222222222222,2.1213203435596424,1.4999999999999996,4.754887502163469,12,0.0,-0.2888,C1CC1
44.053,0.016600000000000004,12.53,0,0,1,1,0,3,1,-0.04,1.297837837837838,0.20616508400292186,1.822461852836958,1.0773502691896257,7.509775004326937,10,0.0,-0.2682,C1CO1
58.08,0.5952999999999999,17.07,0,0,1,0,0,4,1,-0.33,3.67,1.0445318352059925,2.908248290463863,1.2041241452319316,26.264662506490403,14,0.0,-0.2431,CC(=O)C
59.068,-0.5084,43.09,0,1,1,0,0,4,2,-0.53,3.4699999999999998,0.8748582995951415,2.485598559653489,0.9927992798267444,29.019550008653873,13,0.0,-0.2436,CC(=O)N
60.05599999999999,-0.9762,69.11,0,2,1,0,0,4,3,-0.73,3.2700000000000005,0.7105286343612336,2.0629488288431146,0.7814744144215573,29.019550008653873,12,0.0,-0.2495,C(=O)(N)N
58.123999999999995,1.6622999999999999,0.0,0,0,0,0,0,4,0,0.0,4.0,1.3333333333333333,3.5773502691896257,1.7320508075688776,4.754887502163469,16,0.0,-0.3167,CC(C)C
60.096000000000004,0.38710000000000006,20.23,0,1,1,0,0,4,1,-0.04,3.9600000000000004,1.297837837837838,3.0245638646895836,1.412899428126413,8.0,14,0.0,-0.2612,CC(C)O
50.059999999999995,0.2528,0.0,0,0,0,0,0,4,0,-0.88,3.12,2.1200000000000006,2.1547005383792515,0.8273502691896257,55.01955000865387,16,0.0,-0.2599,C#CC#C
51.047999999999995,0.14318,23.79,0,0,1,0,0,4,1,-0.95,3.05,2.049999999999999,2.0245638646895836,0.7622819323447918,58.2646625064904,15,0.0,-0.3102,C#CC#N
52.035999999999994,0.03356,47.58,0,0,2,0,0,4,2,-1.02,2.9800000000000004,1.9800000000000002,1.8944271909999157,0.6972135954999579,59.01955000865387,14,0.0,-0.3696,C(#N)C#N
54.048,-0.1815,17.07,0,0,1,0,0,4,1,-0.77,3.2299999999999995,2.23,2.0629488288431146,0.8130525295851417,48.793987519471216,14,0.0,-0.2777,C#CC=O
55.035999999999994,-0.29112000000000005,40.86,0,0,2,0,0,4,2,-0.8400000000000001,3.16,2.1600000000000006,1.9328121551534467,0.7479841927403077,51.548875021634686,13,0.0,-0.3166,C(=O)C#N
58.036,-0.6158000000000001,34.14,1,0,2,0,0,4,2,-0.66,3.34,2.34,1.9711971193069777,0.8047378541243653,25.019550008653873,12,0.0,-0.2668,C(=O)C=O
54.092,1.0296,0.0,0,0,0,0,0,4,0,-0.44,3.5599999999999996,2.56,3.0,1.25,36.793987519471216,16,0.0,-0.2412,CC#CC
54.09199999999999,1.0295999999999998,0.0,0,0,0,0,0,4,0,-0.44,3.5599999999999996,2.56,2.784457050376173,1.349335306374634,29.793193904479523,16,0.0,-0.2592,CCC#C
55.07999999999999,0.91998,23.79,0,0,1,0,0,4,1,-0.51,3.49,2.490000000000001,2.6543203766865053,1.2842669695298001,33.03830640231605,15,0.0,-0.3213,CCC#N
56.06799999999999,-0.53132,49.81,0,1,2,0,0,4,2,-0.55,3.4499999999999993,2.4500000000000006,2.231670645876131,0.9854084788071157,33.79319390447952,14,0.0,-0.2683,C(C#N)N
56.064,-0.3881,20.23,0,1,1,0,0,4,1,-0.48,3.52,2.52,2.231670645876131,0.9584562912049245,33.03830640231605,14,0.0,-0.2595,C#CCO
57.052,-0.49772,44.019999999999996,0,1,2,0,0,4,2,-0.55,3.4499999999999993,2.4500000000000006,2.101533972186463,0.8933879543600906,35.79319390447952,13,0.0,-0.3018,C(C#N)O
58.08,0.5952999999999999,17.07,1,0,1,0,0,4,1,-0.33,3.67,2.67,2.6927053408400363,1.3510573320459265,17.24511249783653,14,0.0,-0.25,CCC=O
59.068000000000005,-0.6378000000000001,29.1,1,1,1,0,0,4,2,-0.53,3.4699999999999998,2.4699999999999993,2.485598559653489,1.0243773949903288,20.0,13,0.0,-0.2516,CNC=O
60.05200000000001,-0.2108000000000001,26.3,1,0,2,0,0,4,2,-0.53,3.4699999999999998,2.4699999999999993,2.393846850117352,0.8796528112548949,18.0,12,0.0,-0.2814,COC=O
60.052,-0.8224,37.3,1,1,2,0,0,4,2,-0.37,3.63,2.6299999999999994,2.139918936339994,0.9601783168762168,18.0,12,0.0,-0.2537,C(C=O)O
58.123999999999995,1.8064,0.0,1,0,0,0,0,4,0,0.0,4.0,3.0,3.414213562373095,1.914213562373095,2.0,16,0.0,-0.317,CCCC
60.096,0.3887,20.23,1,1,1,0,0,4,1,-0.04,3.9600000000000004,2.9600000000000004,2.861427157873053,1.5233345472033855,5.245112497836532,14,0.0,-0.2619,CCCO
60.096000000000004,0.6527000000000001,9.23,1,0,1,0,0,4,1,-0.04,3.9600000000000004,2.9600000000000004,3.1153550716504106,1.4040302062452235,5.245112497836532,14,0.0,-0.2503,CCOC
62.068000000000005,-1.029,40.46,1,2,2,0,0,4,2,-0.08,3.9200000000000004,2.92,2.3086407533730107,1.1324555320336755,6.0,12,0.0,-0.2594,C(CO)O
56.108,1.4163,0.0,0,0,0,1,0,4,0,0.0,2.25,0.48,2.9915638315627207,1.893846850117352,19.219280948873624,16,0.0,-0.2727,CC1CC1
58.08,0.4051,12.53,0,0,1,1,0,4,1,-0.04,2.212525252525253,0.4622112382934443,2.6927053408400363,1.5099759546438176,22.464393446710154,14,0.0,-0.2633,CC1CO1
57.096,-0.06820000000000004,3.01,0,0,1,1,0,4,1,-0.04,2.212525252525253,0.4622112382934443,2.861427157873053,1.5796691275336339,22.464393446710154,15,0.0,-0.2304,CN1CC1
58.080000000000005,0.1411,20.23,0,1,1,1,0,4,1,-0.04,2.212525252525253,0.4622112382934443,2.4387774270626785,1.5746954706748872,22.464393446710154,14,0.0,-0.239,C1CC1O
56.108,1.5604,0.0,0,0,0,1,0,4,0,0.0,2.25,0.75,2.82842712474619,1.9999999999999996,8.0,16,0.0,-0.2982,C1CCC1
58.07999999999999,0.40670000000000006,9.23,0,0,1,1,0,4,1,-0.04,2.212525252525253,0.72512600755025,2.5295686340235055,1.5773502691896257,11.245112497836532,14,0.0,-0.2424,C1COC1
73.095,0.8564,32.59,0,1,2,0,0,5,2,-0.53,4.469999999999999,1.7581844380403455,3.3944271909999157,1.423606797749979,44.854752972273346,17,0.0,-0.2392,CC(=NO)C
67.091,1.0147,15.79,0,1,0,1,1,5,1,-0.7200000000000001,2.5136448598130845,0.9307991964363703,2.8094010767585034,1.5773502691896262,60.12481811269772,19,0.0,-0.2029,c1cc[nH]c1
68.079,0.40969999999999995,28.68,0,1,1,1,1,5,2,-0.79,2.4475296912114013,0.8845561128632765,2.6792644030688355,1.4270813820172814,61.369930610534254,18,0.0,-0.2253,c1cnc[nH]1
68.07499999999999,1.2795999999999998,13.14,0,0,1,1,1,5,1,-0.7200000000000001,2.5136448598130845,0.9307991964363703,2.7176493672223665,1.4714045207910322,60.12481811269772,18,0.0,-0.2246,c1ccoc1
69.063,0.6745999999999999,26.03,0,0,2,1,1,5,2,-0.79,2.4475296912114013,0.8845561128632765,2.5875126935326986,1.3211356336186877,63.369930610534254,17,0.0,-0.2509,c1cocn1
72.151,2.0524,0.0,0,0,0,0,0,5,0,0.0,5.0,1.0,4.5,2.0,15.509775004326936,20,0.0,-0.3145,CC(C)(C)C
74.12299999999999,0.7771999999999999,20.23,0,1,1,0,0,5,1,-0.04,4.960000000000001,0.9767560019818928,3.947213595499958,1.723606797749979,19.11941547876375,18,0.0,-0.2601,CC(C)(C)O
68.07499999999999,0.20859999999999995,17.07,0,0,1,0,0,5,1,-0.77,4.230000000000002,1.5395975232198151,2.985598559653489,1.2427992798267444,76.13896548741764,18,0.0,-0.2654,CC(=O)C#C
69.063,0.09897999999999996,40.86,0,0,2,0,0,5,2,-0.8400000000000001,4.16,1.4764556962025317,2.855461885963821,1.1777309429819105,79.38407798525417,17,0.0,-0.3007,CC(=O)C#N
69.06700000000001,-0.5540500000000002,73.66,0,2,2,0,0,5,3,-1.04,3.9600000000000004,1.297837837837838,2.5245638646895836,1.0122819323447918,77.38407798525417,17,0.0,-0.2739,C(#N)C(=N)N
69.063,-0.8951,43.09,0,1,1,0,0,5,2,-0.97,4.030000000000001,1.3600330033003303,2.5629488288431146,1.0314744144215573,79.38407798525417,17,0.0,-0.2629,C#CC(=O)N
72.063,-0.2257,34.14,1,0,2,0,0,5,2,-0.66,4.34,1.6394011976047902,2.893846850117352,1.2285015402222603,55.91340299823497,16,0.0,-0.2538,CC(=O)C=O
72.06700000000001,-0.8787300000000002,66.94,1,2,2,0,0,5,3,-0.8600000000000001,4.14,1.4584713375796172,2.5629488288431146,1.0630525295851416,58.66829050039844,16,0.0,-0.2561,C(=O)C(=N)N
73.051,-1.3294000000000001,60.16,1,1,2,0,0,5,3,-0.8600000000000001,4.14,1.4584713375796172,2.4711971193069777,1.0171766748170732,58.66829050039844,15,0.0,-0.2533,C(=O)C(=O)N
68.11899999999999,1.2755999999999998,0.0,0,0,0,0,0,5,0,-0.44,4.559999999999998,1.8408988764044936,3.6547005383792515,1.7320508075688774,45.548875021634686,20,0.0,-0.2589,CC(C)C#C
69.107,1.16598,23.79,0,0,1,0,0,5,1,-0.51,4.49,1.7765329512893986,3.5245638646895836,1.6669824707240435,49.158515496071495,19,0.0,-0.318,CC(C)C#N
70.095,-0.14281999999999984,49.81,0,1,2,0,0,5,2,-0.55,4.45,1.739855072463768,3.1019141338792093,1.422965534867751,50.40362799390803,18,0.0,-0.2704,CC(N)C#N
70.091,0.00039999999999995595,20.23,0,1,1,0,0,5,1,-0.48,4.519999999999999,1.8040909090909085,3.1019141338792093,1.4128994281264127,49.158515496071495,18,0.0,-0.2665,CC(O)C#C
71.07900000000001,-0.10922000000000004,44.019999999999996,0,1,2,0,0,5,2,-0.55,4.45,1.739855072463768,2.9717774601895415,1.3478310912815787,52.40362799390803,17,0.0,-0.3051,CC(O)C#N
72.107,0.8412999999999999,17.07,1,0,1,0,0,5,1,-0.33,4.67,1.9424795640326975,3.5629488288431146,1.723736132108101,30.62919048309069,18,0.0,-0.2469,CC(C)C=O
74.07900000000001,-0.4339000000000002,37.3,1,1,2,0,0,5,2,-0.37,4.63,1.9054820936639114,3.0101624243430725,1.4045847526656363,31.87430298092722,16,0.0,-0.255,CC(O)C=O
73.095,-0.2956000000000001,20.310000000000002,1,0,1,0,0,5,2,-0.53,4.469999999999999,1.7581844380403455,3.4328121551534467,1.3883283411425928,33.87430298092722,17,0.0,-0.2424,CN(C)C=O
74.079,-0.43229999999999996,37.3,1,1,2,0,0,5,2,-0.37,4.63,1.9054820936639114,3.0625686671503685,1.373905301842043,40.1577218810798,16,0.0,-0.2699,CC(=O)CO
72.107,0.9854,17.07,1,0,1,0,0,5,1,-0.33,4.67,1.9424795640326975,3.6153550716504106,1.7647843170117528,38.912609383243264,18,0.0,-0.2423,CCC(=O)C
73.095,-0.11829999999999996,43.09,1,1,1,0,0,5,2,-0.53,4.469999999999999,1.7581844380403455,3.1927053408400363,1.5534594516065656,42.1577218810798,17,0.0,-0.2438,CCC(=O)N
73.095,-0.24770000000000003,29.1,0,1,1,0,0,5,2,-0.53,4.469999999999999,1.7581844380403455,3.408248290463863,1.4541241452319316,42.1577218810798,17,0.0,-0.2418,CC(=O)NC
74.08300000000001,-0.7155,55.120000000000005,0,2,1,0,0,5,3,-0.73,4.269999999999999,1.575810397553516,2.985598559653489,1.2427992798267444,42.91260938324327,16,0.0,-0.2436,CNC(=O)N
73.095,0.6299699999999999,33.08,0,1,2,0,0,5,2,-0.53,4.469999999999999,1.7581844380403455,3.408248290463863,1.3623724356957947,42.1577218810798,17,0.0,-0.2595,COC(C)=N
74.07900000000001,0.17930000000000001,26.3,0,0,2,0,0,5,2,-0.53,4.469999999999999,1.7581844380403455,3.3164965809277263,1.3164965809277263,40.1577218810798,16,0.0,-0.2685,CC(=O)OC
75.06700000000001,-0.2884999999999999,52.32,0,1,2,0,0,5,3,-0.73,4.269999999999999,1.575810397553516,2.893846850117352,1.1051717155225391,42.91260938324327,15,0.0,-0.2669,COC(=O)N
75.067,-1.536,63.32000000000001,1,2,2,0,0,5,3,-0.5700000000000001,4.43,1.7215451895043727,2.639918936339994,1.1625804364368562,42.91260938324327,15,0.0,-0.246,C(C(=O)N)O
75.06700000000001,-3.0218,67.77000000000001,1,1,2,0,0,5,3,-0.5700000000000001,4.43,1.7215451895043727,2.730710143300821,1.2618016810571366,42.91260938324327,15,1.0,-0.2527,[NH3+]CC([O-])=O
74.12299999999999,0.6347,20.23,1,1,1,0,0,5,1,-0.04,4.960000000000001,2.212525252525253,3.731670645876131,1.8791765948599526,17.609640474436812,18,0.0,-0.2629,CC(C)CO
76.095,-0.6405000000000001,40.46,1,2,2,0,0,5,2,-0.08,4.920000000000001,2.1751020408163266,3.178884241376089,1.5600252154174878,18.854752972273346,16,0.0,-0.2597,CC(O)CO
72.151,2.0524,0.0,1,0,0,0,0,5,0,0.0,5.0,2.25,4.284457050376173,2.270055610029662,14.0,20,0.0,-0.3085,CCC(C)C
74.12299999999999,0.7771999999999999,20.23,1,1,1,0,0,5,1,-0.04,4.960000000000001,2.212525252525253,3.731670645876131,1.9509042305871975,17.609640474436812,18,0.0,-0.2617,CCC(C)O
74.123,1.0412,9.23,1,0,1,0,0,5,1,-0.04,4.960000000000001,2.212525252525253,3.985598559653489,1.7986510892386307,17.609640474436812,18,0.0,-0.2476,CC(C)OC
70.135,1.8064,0.0,0,0,0,1,0,5,0,0.0,3.2,0.5625,3.914213562373095,2.207106781186547,38.0,20,0.0,-0.2633,CC1(CC1)C
72.107,0.7952,12.53,0,0,1,1,0,5,1,-0.04,3.1616129032258065,0.547586172066362,3.6153550716504106,1.8463526704200182,41.60964047443681,18,0.0,-0.2596,CC1(CO1)C
72.107,0.5311999999999999,20.23,0,1,1,1,0,5,1,-0.04,3.1616129032258065,0.547586172066362,3.361427157873053,1.9307135789365262,41.60964047443681,18,0.0,-0.2494,CC1(CC1)O
71.079,0.38397,33.08,0,1,2,1,0,5,2,-0.53,2.693713646532438,0.707536304055025,2.822461852836958,1.596352670420018,53.91340299823497,17,0.0,-0.263,N=C1CCO1
70.09100000000001,0.7394000000000001,17.07,0,0,1,1,0,5,1,-0.33,2.884132762312634,0.813808963914784,3.0295686340235055,1.9112309264184786,50.668290500398435,18,0.0,-0.2415,C1CC(=O)C1
71.079,-0.49369999999999997,29.1,0,1,1,1,0,5,2,-0.53,2.693713646532438,0.707536304055025,2.822461852836958,1.6612309264184788,53.91340299823497,17,0.0,-0.25,C1CNC1=O
72.06299999999999,-0.06669999999999998,26.3,0,0,2,1,0,5,2,-0.53,2.693713646532438,0.707536304055025,2.730710143300821,1.5504768156519497,51.91340299823497,16,0.0,-0.2788,C1COC1=O
71.079,-0.8413000000000002,29.1,0,1,2,1,0,5,2,-0.37,2.8459827213822897,0.7921388842442004,2.822461852836958,1.6183377076050265,53.91340299823497,17,0.0,-0.2437,C1C(=O)CN1
72.063,-0.4143000000000001,26.3,0,0,2,1,0,5,2,-0.37,2.8459827213822897,0.7921388842442004,2.730710143300821,1.4885811956081048,51.91340299823497,16,0.0,-0.2647,C1C(=O)CO1
70.135,1.8064,0.0,0,0,0,1,0,5,0,0.0,3.2,1.0,3.698670612749268,2.393846850117352,27.019550008653876,20,0.0,-0.2896,CC1CCC1
72.107,0.7952,9.23,0,0,1,1,0,5,1,-0.04,3.1616129032258065,0.9767560019818928,3.399812122026584,2.0099759546438176,30.62919048309069,18,0.0,-0.241,CC1CCO1
72.107,0.6527000000000001,9.23,0,0,1,1,0,5,1,-0.04,3.1616129032258065,0.9767560019818928,3.399812122026584,1.9711971193069777,30.62919048309069,18,0.0,-0.2419,CC1COC1
72.107,0.5311999999999999,20.23,0,1,1,1,0,5,1,-0.04,3.1616129032258065,0.9767560019818928,3.145884208249226,2.074695470674887,30.62919048309069,18,0.0,-0.256,C1CC(C1)O
74.079,-0.6225,29.46,0,1,2,1,0,5,2,-0.08,3.1232520325203255,0.9536924762600438,2.8470257175265417,1.652045739864513,31.87430298092722,16,0.0,-0.2465,C1C(CO1)O
70.135,1.6622999999999999,0.0,0,0,0,1,0,5,0,0.0,3.2,0.7346938775510204,3.861807319565799,2.304530452640311,33.30296890880646,20,0.0,-0.2632,CC1CC1C
72.107,0.38710000000000006,20.23,0,1,1,1,0,5,1,-0.04,3.1616129032258065,0.716242568370987,3.309020915065757,1.9853790731978467,36.91260938324327,18,0.0,-0.2518,CC1CC1O
71.12299999999999,0.32030000000000003,3.01,0,0,1,1,0,5,1,-0.04,3.1616129032258065,0.716242568370987,3.731670645876131,2.0072388109174457,36.91260938324327,19,0.0,-0.2199,CC1CN1C
72.107,0.7936,12.53,0,0,1,1,0,5,1,-0.04,3.1616129032258065,0.716242568370987,3.5629488288431146,1.9594383925036167,36.91260938324327,18,0.0,-0.2573,CC1OC1C
74.079,-0.8881000000000001,40.46,0,2,2,1,0,5,2,-0.08,3.1232520325203255,0.6979745397440609,2.756234510565715,1.666227693755382,38.15772188107981,16,0.0,-0.2369,OC1CC1O
68.119,1.4163,0.0,0,0,0,3,0,5,0,0.0,2.2222222222222223,0.4444444444444444,3.276020881938894,2.4494897427831783,36.793987519471216,20,0.0,-0.2974,C1C2CC1C2
70.091,0.5476,9.23,0,0,1,3,0,5,1,-0.04,2.189674338993739,0.43217793367346935,2.9771623912162095,2.104397682646484,40.403627993908025,18,0.0,-0.2352,C1C2CC1O2
64.08699999999999,0.6429,0.0,0,0,0,0,0,5,0,-0.88,4.119999999999999,3.12,2.861807319565799,1.2844570503761732,65.19188266301452,20,0.0,-0.2633,C#CCC#C
65.075,0.53328,23.79,0,0,1,0,0,5,1,-0.95,4.05,3.05,2.731670645876131,1.2193887135313393,68.80152313745134,19,0.0,-0.2911,C#CCC#N
66.063,0.42366000000000004,47.58,0,0,2,0,0,5,2,-1.02,3.98,2.9800000000000004,2.601533972186463,1.1543203766865053,70.04663563528787,18,0.0,-0.3494,C(C#N)C#N
68.075,0.2086,17.07,1,0,1,0,0,5,1,-0.77,4.230000000000002,3.2300000000000018,2.770055610029662,1.2861790760474656,58.538427367857125,18,0.0,-0.2583,C#CCC=O
69.063,0.09897999999999996,40.86,1,0,2,0,0,5,2,-0.8400000000000001,4.16,3.16,2.639918936339994,1.2211107392026317,61.78353986569366,17,0.0,-0.2868,C(C=O)C#N
72.06700000000001,-0.6605300000000001,52.95,2,2,2,0,0,5,3,-0.8600000000000001,4.14,3.1399999999999997,2.5629488288431146,1.1017276641799547,36.91260938324327,16,0.0,-0.2491,C(=N)NC=O
73.051,-0.23352999999999996,50.15,2,1,3,0,0,5,3,-0.8600000000000001,4.14,3.1399999999999997,2.4711971193069777,0.9957819157813605,36.91260938324327,15,0.0,-0.2934,N=COC=O
73.051,-1.1112000000000002,46.17,2,1,2,0,0,5,3,-0.8600000000000001,4.14,3.1399999999999997,2.4711971193069777,1.0487547899806575,36.91260938324327,15,0.0,-0.2608,C(=O)NC=O
64.08699999999999,0.6429,0.0,0,0,0,0,0,5,0,-0.88,4.119999999999999,3.12,3.0773502691896257,1.2886751345948129,93.43228035743822,20,0.0,-0.242,CC#CC#C
65.075,0.53328,23.79,0,0,1,0,0,5,1,-0.95,4.05,3.05,2.947213595499958,1.223606797749979,97.04192083187503,19,0.0,-0.2871,CC#CC#N
68.075,0.2086,17.07,0,0,1,0,0,5,1,-0.77,4.230000000000002,3.2300000000000018,2.985598559653489,1.2743773949903288,73.38407798525415,18,0.0,-0.2642,CC#CC=O
70.091,0.0020000000000000573,20.23,0,1,1,0,0,5,1,-0.48,4.519999999999999,3.5199999999999982,3.1543203766865053,1.4197811566101115,55.783539865693655,18,0.0,-0.2421,CC#CCO
68.11899999999999,1.4197,0.0,0,0,0,0,0,5,0,-0.44,4.559999999999998,3.5599999999999987,3.7071067811865475,1.8106601717798212,52.173899391256846,20,0.0,-0.2401,CCC#CC
73.095,0.29090000000000005,21.59,1,0,2,0,0,5,2,-0.53,4.469999999999999,3.4699999999999998,3.4328121551534467,1.349363036106498,33.87430298092722,17,0.0,-0.2481,CN=COC
68.11899999999999,1.4197,0.0,1,0,0,0,0,5,0,-0.44,4.559999999999998,3.5599999999999987,3.4915638315627207,1.849335306374634,38.49022499567306,20,0.0,-0.2586,CCCC#C
69.107,1.31008,23.79,1,0,1,0,0,5,1,-0.51,4.49,3.49,3.361427157873053,1.7842669695298001,42.09986547010987,19,0.0,-0.3185,CCCC#N
70.095,-0.2706200000000001,35.82,1,1,2,0,0,5,2,-0.55,4.45,3.4499999999999993,3.1543203766865053,1.4307135789365264,43.344977967946406,18,0.0,-0.249,CNCC#N
70.091,0.266,9.23,1,0,1,0,0,5,1,-0.48,4.519999999999999,3.5199999999999982,3.1927053408400363,1.3391519502467626,42.09986547010987,18,0.0,-0.2565,COCC#C
71.07900000000001,0.15638000000000002,33.019999999999996,1,0,2,0,0,5,2,-0.55,4.45,3.4499999999999993,3.0625686671503685,1.2740836134019287,45.344977967946406,17,0.0,-0.2859,COCC#N
70.091,0.0020000000000000018,20.23,1,1,1,0,0,5,1,-0.48,4.519999999999999,3.5199999999999982,2.9387774270626785,1.4584562912049246,42.09986547010987,18,0.0,-0.2624,C#CCCO
71.07900000000001,-0.10762000000000005,44.019999999999996,1,1,2,0,0,5,2,-0.55,4.45,3.4499999999999993,2.8086407533730107,1.3933879543600904,45.344977967946406,17,0.0,-0.2914,C(CO)C#N
72.107,0.9854,17.07,2,0,1,0,0,5,1,-0.33,4.67,3.67,3.399812122026584,1.8510573320459265,24.828921423310437,18,0.0,-0.2487,CCCC=O
73.095,-0.24769999999999998,29.1,2,1,1,0,0,5,2,-0.53,4.469999999999999,3.4699999999999998,3.1927053408400363,1.58503756677015,28.07403392114697,17,0.0,-0.2499,CCNC=O
74.07900000000001,0.17930000000000001,26.3,2,0,2,0,0,5,2,-0.53,4.469999999999999,3.4699999999999998,3.1009536313038994,1.4671864365723921,26.07403392114697,16,0.0,-0.2778,CCOC=O
74.07900000000001,-0.1682999999999999,26.3,2,0,2,0,0,5,2,-0.37,4.63,3.63,3.1009536313038994,1.3408739759180548,26.07403392114697,16,0.0,-0.2577,COCC=O
74.07900000000001,-0.43230000000000013,37.3,2,1,2,0,0,5,2,-0.37,4.63,3.63,2.8470257175265417,1.4601783168762166,26.07403392114697,16,0.0,-0.2536,C(CO)C=O
72.151,2.1965000000000003,0.0,2,0,0,0,0,5,0,0.0,5.0,4.0,4.121320343559642,2.414213562373095,7.5097750043269365,20,0.0,-0.3105,CCCCC
74.12299999999999,0.7787999999999999,20.23,2,1,1,0,0,5,1,-0.04,4.960000000000001,3.9600000000000004,3.5685339390596003,2.0233345472033855,11.119415478763749,18,0.0,-0.2615,CCCCO
74.12299999999999,1.0428,9.23,2,0,1,0,0,5,1,-0.04,4.960000000000001,3.9600000000000004,3.822461852836958,1.9040302062452235,11.119415478763749,18,0.0,-0.25,CCCOC
74.123,1.0428000000000002,9.23,2,0,1,0,0,5,1,-0.04,4.960000000000001,3.9600000000000004,3.822461852836958,1.9915638315627207,11.119415478763749,18,0.0,-0.2483,CCOCC
76.095,-0.37489999999999996,29.46,2,1,2,0,0,5,2,-0.08,4.920000000000001,3.9200000000000004,3.269675448336916,1.5131511910755138,12.36452797660028,16,0.0,-0.261,COCCO
76.095,-0.6389,40.46,2,2,2,0,0,5,2,-0.08,4.920000000000001,3.9200000000000004,3.015747534559558,1.6324555320336755,12.36452797660028,16,0.0,-0.2607,C(CO)CO
66.10300000000001,1.0295999999999998,0.0,0,0,0,1,0,5,0,-0.44,2.7792982456140343,0.7547104187153872,3.0689141007523464,1.893846850117352,62.59772060569361,20,0.0,-0.2425,C#CC1CC1
67.091,-0.4086,21.94,0,1,1,1,0,5,1,-0.48,2.741238938053097,0.733610586011342,2.861807319565799,1.6278270848415755,66.20736108013043,19,0.0,-0.2422,C#CC1CN1
68.075,0.018399999999999972,12.53,0,0,1,1,0,5,1,-0.48,2.741238938053097,0.733610586011342,2.770055610029662,1.5099759546438176,66.20736108013043,18,0.0,-0.265,C#CC1CO1
67.09100000000001,0.91998,23.79,0,0,1,1,0,5,1,-0.51,2.71271714922049,0.7179255875063455,2.9387774270626785,1.8287785132725176,66.20736108013043,19,0.0,-0.2931,C1CC1C#N
68.079,-0.5182200000000001,45.730000000000004,0,1,2,1,0,5,2,-0.55,2.6747191011235953,0.6972014140223888,2.731670645876131,1.5627587479967415,67.45247357796696,18,0.0,-0.2775,N#CC1CN1
69.063,-0.09122000000000002,36.32,0,0,2,1,0,5,2,-0.55,2.6747191011235953,0.6972014140223888,2.639918936339994,1.4449076177989837,69.45247357796696,17,0.0,-0.3077,N#CC1CO1
